category,rating,label,text_,sentiment_score,fre,coherence
Sports_and_Outdoors_5,5,0,This hat was great for the price and warm just don't put it in the dryer after you wash it then Ill be made for an infant,0.4939,86.37,1
Sports_and_Outdoors_5,5,0,"Great bag. Fits my thick mat, back roller, and all other stuff. I often cycle to yoga, so this is great for having everything in one bag.",0.8578,83.15,1
Sports_and_Outdoors_5,5,0,"These are typical high Ottis quality, and allow me to select the right type of brush for whatever gun cleaning task I may have.",-0.128,64.04,1
Sports_and_Outdoors_5,5,0,"This bottle was a great buy, dishwasher safe and is very easy to clean. The wide opening make the water bottle easy to fill and drink from.",0.9464,91.61,1
Sports_and_Outdoors_5,5,0,I liked this product because I was looking for something different as a gift. Chain is durable and the colors of the tag and bright and bold.,0.8807,83.15,1
Sports_and_Outdoors_5,5,0,Cheap. Sits in the bug out bag. Helpful if you live in a region with lots of water like me. Reduces the need for on hand preps.,0.8176,104.64,1
Sports_and_Outdoors_5,5,0,Great sights! Fit good flip up is great put on a archangel kit and didn't even need to sight them in dead nuts from the get go,0.807,94.83,1
Sports_and_Outdoors_5,5,0,"Tie down's for your tarp broke or you lost or left them behind, tie down that Buck you bagged ? This paracord will work and well !",-0.5093,101.09,1
Sports_and_Outdoors_5,5,0,"I love this product, I use it for work and for running, that's why I bought another one...I really like this product thinking of ordering some more.",0.7902,74.69,1
Sports_and_Outdoors_5,5,0,Love this towel to put over workout mat. It stays in place and easily washed and dried.  Very long length and fully keeps my mat dry.,0.765,96.48,1
Sports_and_Outdoors_5,5,0,"These scooters are real cute and my six and four year olds do just fine on them, my son got the green and my daughter the pink.",0.5859,86.37,1
Sports_and_Outdoors_5,5,0,"Attractive, slim, functional, non-intimidating folder. Nil adjustments required on receipt, required sharpening. Sharpened quickly, easily to razor edge. Deploys very smoothly and quickly. Very nice gentleman's EDC",0.8122,32.15,1
Sports_and_Outdoors_5,5,0,I love this bag. It fits my yoga mat and there is a pocket on the side for me to put my eye pillow and personal belongings.,0.6369,83.15,1
Sports_and_Outdoors_5,4,0,If it weren't for the long time it takes to fill and the horrible aroma of chlorine bleach I would give them 5 stars instead of 4.,-0.5423,77.91,1
Sports_and_Outdoors_5,5,0,We pumped it up to the desired pressure and size but found it uncomfortable. so let air out till it was just right! works as it should.,-0.5778,96.18,1
Sports_and_Outdoors_5,5,0,Sharp is an understatement! Didn't realize I cut my self taking them out of the box. Shoot great fly just like my field points.,0.7435,88.74,1
Sports_and_Outdoors_5,4,0,Nice pump with an accurate gauge built in.  Easy to pump and got new bike tube in tire up to 45 lbs in just 4-5 pumps.,0.6908,100.58,1
Sports_and_Outdoors_5,2,0,I bough this when I was first starting out in AIRSOFT play.  These are NOT very good.  I would not recommend for AIRSOFT CQB play.,0.0173,96.89,1
Sports_and_Outdoors_5,5,0,Flawless. As another user mentioned - add a GOGO Thick headband/sweatband on top and you could ride through hell and back and still keep your eyes dry.,-0.128,70.47,1
Sports_and_Outdoors_5,5,0,Holding up great!  After two years of hard use it is still going strong.  Have carried upwards of 75 pounds on it with no concerns.,0.7263,96.89,1
Sports_and_Outdoors_5,3,1,"To short and don't have a bulky, wide mouth. I will say that it's a pretty good quality pair.",0.7269,95.67,1
Sports_and_Outdoors_5,5,1,Excellent construction and quick shipping. I received the product in good condition and my son loves it!Great product. Great price.,0.9402,61.33,1
Sports_and_Outdoors_5,4,1,This basket was easy to put on and the materials are good.  The only reason I gave it 4 stars is that the basket is designed,0.7003,83.66,1
Sports_and_Outdoors_5,4,1,Not physically able set this up. The only problem is that it's not really a mesh one. It's not very comfortable.,-0.6827,81.29,1
Sports_and_Outdoors_5,5,1,Absolutely love these pants.  They have the wide knee pads that are nice for a guy's knees.  They have the extra length for,0.807,97.5,1
Sports_and_Outdoors_5,5,1,"Beautiful and light weight.  Not bulky, just very comfortable.  Also, it's been used to make two small bags of water",0.8173,90.05,1
Sports_and_Outdoors_5,5,1,"Works like it should.  Not a bad quality product.  My husband likes it.Very nice.I bought this for a friend,",0.8847,100.44,1
Sports_and_Outdoors_5,5,1,"This is great.
It's light, comfortable, and has the wide brim. I also love that it's been used to hold my",0.9118,106.67,1
Sports_and_Outdoors_5,5,1,Great addition to the mancave. I love the feel of the gun. The gun is pretty sturdy.,0.8271,91.07,1
Sports_and_Outdoors_5,4,1,"They are good, but a little bulky and the materials are too thin.

The only downside is that the top is a bit stiff",0.1655,84.68,1
Sports_and_Outdoors_5,5,1,"For playing games and for hearing exercises, the knee pads are a must for my feet.  The pads are adjustable and can be used for",0.2023,92.63,1
Sports_and_Outdoors_5,1,1,I purchased this at a discount for my honest review. I will update this review if I find a difference.I had a friend who was,0.7579,79.97,1
Sports_and_Outdoors_5,4,1,Bought this for my girlfriend's bicycle.  She has a small bike and this is perfect for her.  She loves the extra seat,0.8126,97.91,1
Sports_and_Outdoors_5,5,1,"Pretty tight fit. Snap was a little too tight on my wrist. Also, the yellow button just doesn't fit.",0.802,90.46,1
Sports_and_Outdoors_5,4,1,not the best quality but it will work fine. Very good quality. Nice bag. Works great. Great for emergencies.,0.9709,90.46,1
Sports_and_Outdoors_5,5,1,This little ladder is great!!  I have an old stove that I used for a couple years and it is so small that it is difficult,0.4442,92.12,1
Sports_and_Outdoors_5,5,1,One of the best purchases I have made with my AR-15.  The best part is the quality control.  The plastic parts are,0.8555,89.45,1
Sports_and_Outdoors_5,5,1,"what i wanted
great quality
check out some of the other reviews

and i hope i got this one.I bought this for",0.7906,94.15,1
Sports_and_Outdoors_5,2,1,I was trying to update my old Taurus and decided I needed a new one. I ordered the new one and had to replace the old,0.0,83.66,1
Sports_and_Outdoors_5,5,1,"I ordered it for my son.  He loves it.  He also loves the way he can get a grip on the gun, which",0.7184,105.96,1
Sports_and_Outdoors_5,1,1,"Not built really well, and it has the wide mouth part of the back that is the only one to get stuck.",-0.4644,91.45,1
Sports_and_Outdoors_5,5,1,We had bought these for my wife and she loves them. She also loves the fact that they are so small.,0.8126,111.58,1
Sports_and_Outdoors_5,2,1,"It's okay as a light, but it's not very comfortable for a backpacking trip.

The other two have the same design",-0.5312,86.2,1
Sports_and_Outdoors_5,3,1,"the handle is a little tight on the side, but I'm not sure if I'm just using a pair of the same size, or",-0.3491,89.42,1
Sports_and_Outdoors_5,1,1,Glasses are nice but the material is too thick and thin for my hand.  I would recommend this product.I had a friend who,0.9294,89.04,1
Sports_and_Outdoors_5,5,1,"The weight and the feel of the item are very good.

The only reason I gave this a 4 stars is because I am a",0.4927,101.09,1
Sports_and_Outdoors_5,5,1,Took this bag on a weekend trip and it was comfortable. I also like the fact that the bag is adjustable.,0.7003,94.66,1
Sports_and_Outdoors_5,5,1,You don't have to spend $200+ on a helmet for a helmet that is too large and doesn't fit.,-0.2755,86.03,1
Sports_and_Outdoors_5,5,1,"This is the perfect size for a professional swimmer. I will be purchasing more!Very nice.I bought this for a friend, and",0.8016,89.75,1
Sports_and_Outdoors_5,5,0,Im in love w my new vest. Im very small and it still fits well. I wish i could make itnjust a little smaller but otherwise its perfect,0.8765,95.88,1
Sports_and_Outdoors_5,3,0,if I knew what I know now that I know what I didn't knew. I would have gotten a bear canister because these things don't last thaaaat long.,0.0,91.11,1
Sports_and_Outdoors_5,5,0,"I have being  using these chaps for over 2 years. Well made, a must for anyone using a chainsaw. can get a bit hot in warm weather,",0.4588,96.18,1
Sports_and_Outdoors_5,5,0,I bought two of these for my sons. The fit is great and I like its colors. They do not strain the eyes and their quality is great.,0.9238,104.34,1
Sports_and_Outdoors_5,5,0,I use this weekly at work as a under shirt when working in freezers. Keeps me warm and doesnt make me sweat and freeze like thermals.,0.5423,92.12,1
Sports_and_Outdoors_5,5,0,"I have given my keys to SO many people strictly because the following statement: ""Hey man, you got a bottle opener?"" Yes, of course I do.",0.4019,83.66,1
Sports_and_Outdoors_5,4,0,Good Red/Green Dot scope. The dot itself can block out small targets at a distance but is generally good to 100 yards or so. Well worth the money.,0.8815,87.42,1
Sports_and_Outdoors_5,5,0,I was a bit skeptical at first because I have never used this type of equipment before but this is fun! I highly recommend. %100 money back guarantee,0.8829,78.96,1
Sports_and_Outdoors_5,5,0,Was actually a lot more solid then I thought it was going to be.  If I need another one down the road I would re-order this one.,0.2247,83.15,1
Sports_and_Outdoors_5,5,0,Love love love this cooler. My gf and I use this for our picnics in the summer. It makes a great lil table for stuff when sitting down.,0.9565,95.88,1
Sports_and_Outdoors_5,4,0,Great for drinking when on the move. Keep in mind that it does add some height to the bottle. It barely fits in one of my pouches now.,0.6249,104.34,1
Sports_and_Outdoors_5,5,0,Love it. Been looking for a fitting camo hat and this is perfect. Fit was about there; maybe a hair small but very very close.,0.6908,101.09,1
Sports_and_Outdoors_5,5,0,"Great slingshot for the price! I was able to store 51, 3/8"" (I would recommend buying the 3/8"") steel ball bearings. I would recommend this slingshot to anyone!",0.8652,87.42,1
Sports_and_Outdoors_5,3,0,Not as good as Troy flip ups but what do you expect.  I hate the rear small opening (dot). But that's just me.  They work fine.,-0.676,107.18,1
Sports_and_Outdoors_5,5,0,"Really comfortable handles, I installed them on new bike, went for 20 miles ride and loved the handles - really comfortable, excellent grip, and also very good looking.",0.9599,44.07,1
Sports_and_Outdoors_5,5,0,"Excellent ... as advertised.  Heavy, holds my specialized in place.  Felted bottom makes it nice for parking my bike on the tile in the dining room.",0.7579,75.71,1
Sports_and_Outdoors_5,5,0,"I like the way the case works... just slip in the shotgun and fold over the end.

And it can be used as a life preserver... for your shotgun.",0.3612,106.37,1
Sports_and_Outdoors_5,4,0,Playd alot of golf this winter and these gloves are nice if you are riding in a cart but not that practical is you are pusing a cart.,0.2263,76.9,1
Sports_and_Outdoors_5,5,0,this is the best way to mount a flashlight to a shotgun in my own opinion it's well worth the money and I would definitely do it again,0.872,68.44,1
Sports_and_Outdoors_5,4,0,I'm a high handicapper and this club was needed for those steep walled bunkers since I have problems hitting a ball with an open wedge as I should..,-0.4019,76.9,1
Sports_and_Outdoors_5,5,0,"K2 brand of inline skates are amazing. Rubber wheels, soft shoe. Super smooth ride. Easily maneuverable. My eight children prefer these over any other kind they've ever owned.",0.926,72.83,1
Sports_and_Outdoors_5,1,0,"looks good, but flimsy. if left on the bike carrier the wind catches it like a sail.
also. came off while riding. don't know when. this one is gone.",0.6369,99.43,1
Sports_and_Outdoors_5,5,0,"Purchased these for the ""lifter"" in my life, she loves em! They are comfortable, help improve her lifts and she looks forward to using them at the gym!",0.9214,91.11,1
Sports_and_Outdoors_5,5,0,"The handle flips sideways when you pull it out, making it a whole lot easier for pushing/pulling the handle. I'd buy another one if I ever needed another.",0.4215,65.73,1
Sports_and_Outdoors_5,5,0,I'm  very  satisfied with  the  ArcEnCiel Water Resistant  bicycle  bag. I'm so  satisfied  I ordered a  second  one.,0.734,53.88,1
Sports_and_Outdoors_5,4,0,This is a great Bench for the money. Only problem I had was it is a bit slippery when doing incline bench if you are doing heavier weight.,0.34,82.65,1
Sports_and_Outdoors_5,5,0,Beautifully constructed tire. Made in Japan so they've got to be good. Low rolling resistance and if you have good rims they take very high pressure 115 psi.,0.7115,87.42,1
Sports_and_Outdoors_5,5,0,I have used this stuff for years and it works great. Caught 22 bluegill on 1 dry fly last Friday and fly stayed dry! This is good stuff.,0.807,112.8,1
Sports_and_Outdoors_5,5,0,"I'm happy with the product size, weight and accessories but be mindful, the output flow is only 400 milliliter per minute which is a little under 16 ounces.",0.3291,59.98,1
Sports_and_Outdoors_5,4,1,"Not bad. I was hoping that it would be a bit lighter but it didn't seem to be.I bought this for a friend, and",0.6766,101.6,1
Sports_and_Outdoors_5,5,1,"Nice goggles that don't eat into your vision.  These are a nice addition to the local pool.I bought this for a friend, and",0.8689,89.04,1
Sports_and_Outdoors_5,5,1,This little mirror works pretty well. The only problem is that it's tiny. I'm not sure how well it's going to hold up to,0.3558,88.74,1
Sports_and_Outdoors_5,3,1,"If you're an airsoft beginner, this will be an excellent addition to your kit. I would recommend this to anyone.",0.7351,69.79,1
Sports_and_Outdoors_5,3,1,"Comfortable, good stitching, average comfort, and the quality is good too.  I have a large one.I bought this for a friend",0.93,81.29,1
Sports_and_Outdoors_5,3,1,"Glad I didn't pay more for it, but it is a great deal for the price. I highly recommend it.",0.9098,95.17,1
Sports_and_Outdoors_5,5,1,I am having trouble getting it to open. I've tried a lot of different levers and the bottom is not the best.,-0.7243,85.69,1
Sports_and_Outdoors_5,5,1,"Exactly what you would expect from a professional.  Not too hot or too cold.  Perfect.I bought this for a friend, and he",0.4939,80.99,1
Sports_and_Outdoors_5,5,1,"Awesome throwing axe for a kid. The only problem is that it comes with a small screw driver.

I had to replace the screw driver",0.0516,88.43,1
Sports_and_Outdoors_5,5,1,"Very spacious bag for work.  I love the long legs for its flexibility and capacity.  If you're an extra-long person, this",0.765,72.83,1
Sports_and_Outdoors_5,5,1,I love these. I was hoping to get a pair of them but they are just too small and bulky. If you want a pair of these,0.6059,113.1,1
Sports_and_Outdoors_5,5,1,It is awesome! Feels great and has the quality of a good cold steel bottle. I would recommend this product.,0.9312,81.59,1
Sports_and_Outdoors_5,5,1,Love these socks. They are soft and comfortable. I love them. I also like the fact that they do not have the slip.,0.9349,107.89,1
Sports_and_Outdoors_5,5,1,Yes i maybe a bounty hunter or something.  i've got a lot of stuff to throw at them so i don't get a ton of,0.4019,101.09,1
Sports_and_Outdoors_5,4,1,"I expect this will do what it is supposed to. I will keep my thumb in the pocket.I bought this for a friend, and he",0.4939,105.35,1
Sports_and_Outdoors_5,5,1,"This is my favorite knife.  The only reason I gave it 4 stars is because I'm a self-proclaimed ""survivor"" and",0.4588,78.25,1
Sports_and_Outdoors_5,5,1,"Simple, well made and easy to assemble.  It is a great starter for a beginner or experienced pilot.  Great for emergencies or for a",0.9217,71.82,1
Sports_and_Outdoors_5,5,1,"Have Tru-Spec Pants, and Combat Pants. The only reason I gave it 4 stars is because I'm a woman. I had to get",-0.34,97.5,1
Electronics_5,5,1,I use it to charge my phone and the cord is thick enough to hold my phone securely. It is so small that it,0.34,101.6,1
Electronics_5,2,1,"Hard drive broke after less than an hour.  Not sure how long this drive will last, but I'll have to find",-0.3779,111.58,1
Electronics_5,5,1,"very good, work perfect in my new laptop.  I've also used this for a few hours.I bought this for",0.7996,98.92,1
Electronics_5,5,1,Light weight and does what it is supposed to do. I will keep my review in order to share my experiences.,0.296,86.2,1
Electronics_5,5,1,"always had the best sony's, and it was the best. I will say that the sound is pretty good.",0.9382,104.13,1
Electronics_5,5,1,"Excellent antenna,  strong magnet,  strong cable.  Easy to install.  Great product!  Works as advertised.",0.9558,58.24,1
Electronics_5,4,1,"It's exactly what it claims, it's lightweight, and has a nice feel to it.  It is so small that",0.4215,95.67,1
Electronics_5,4,1,Used this mouse to replace a standard 3rd party mouse I had.  The reason I ordered this mouse is because the 3,0.4019,85.69,1
Electronics_5,1,1,"Doesn't fit very wells & doesn't stay in the bag.

If you have a larger bag, this is",-0.4708,96.69,1
Electronics_5,5,1,"How did our family live with it?  We decided to purchase a new iPad mini and just to be honest, the phone",0.5106,85.69,1
Electronics_5,1,1,"Nice product, increases WiFi range.  Works well with my router.  Also, it's been a couple months since I",0.5994,90.77,1
Electronics_5,5,0,We have a few of these KVM's and cables.  Never had any problems with them.  Will order more if needed in the future.,0.3089,89.04,1
Electronics_5,5,0,Great shell. I used it in the rain already and had absolutely no issues. I have a sony a6000 and the small fits very well.,0.6124,92.63,1
Electronics_5,5,0,"This is a quality product and durable. I can see having this product for over a few years, and worth paying a bit more for.",0.2263,92.63,1
Electronics_5,5,0,I bought this as a gift for my wife to go with the tablet I got for her. It's very well made and laid out.,0.6478,109.55,1
Electronics_5,5,0,"Great battery life, it actually is able to maintain it's own charge and charge another device in full sun, love it for around the pool!!!",0.88,71.48,1
Electronics_5,3,0,I was not blown away by the sound. Imo it's not worth the price. There's nothing defective about my product it is just very under-whelming.,0.1877,88.43,1
Electronics_5,5,0,"It get's crazy to ""rate"" an item like this.  It really either works or it doesn't for the most part.  This works fine.",0.2263,97.5,1
Electronics_5,5,0,"Pure and simply, this is a kindle charger. Its nice to have if you like to plug your kindle into a wall socket to charge.",0.6486,92.63,1
Electronics_5,1,0,Finger Prints are always visable & no matter haw well put put in on. The air bubble seem to follow. I highly Do Not Recommend.,-0.3343,80.28,1
Electronics_5,1,0,Every time I insert this memory card into my PC it crashes the PC leaving me a USB as my only means of data transfer.,0.0,63.02,1
Electronics_5,5,0,"Super awesome mouse, I love the two side buttons that go back and forward in my browser, works great, great ergonomic design. Top notch product.",0.9726,75.71,1
Electronics_5,5,0,Dont even know its there very quite.  looks good on my desk and no problems so far. Thank you Western. Easy to install also.,0.6394,99.23,1
Electronics_5,5,0,I bought this as an extra long cable for using it in the car for a long road trip.  Cable working great so far.,0.6249,93.14,1
Electronics_5,5,0,"Came quickly and works exactly as described. The price is right too. If you need a USB to Printer parallel cable, this is the one.",0.0,88.43,1
Electronics_5,5,0,"When talking about cables Belkin says it all.  My cable of choice for
all of my computing needs and has been for over 20 years.",0.0,92.63,1
Electronics_5,1,0,"Very low air flow - 13cfm
$10 to return - not worth it.
Awkward shape.
Light can't be turned off.
Airspeed knob is pointless since airflow is always low.",-0.6134,96.18,1
Electronics_5,5,0,"We have had several of these SanDisk Sansa players over the years. This model is our favorite so far.  Plays well, lasts for years.",0.7678,88.74,1
Electronics_5,4,0,"and I keep ordering them for the price. They are one of the least expensive, and I have not had a problem while using them.",0.3089,92.63,1
Electronics_5,4,0,Bought it as a Christmas gift for a friend he likes them. I tried them on I think they made holding the phone to slippery.,0.836,101.09,1
Electronics_5,4,0,Nice quality cable and it works as expected.  There is no noticeable drop in communication speed or quality between a printer and a computer.,-0.128,50.84,1
Electronics_5,4,0,for what you pay on these you get what you pay for they are not the sturdiest cases ever but they defiantly fulfill their role,0.5346,71.48,1
Electronics_5,5,0,"Replaced Logitech keyboard which quit working, with this mouse button and a virtual keyboard.  Still working even after kids used it to play catch.",0.34,76.22,1
Electronics_5,5,0,Item came quickly and was well packaged.  Got this as a gift and the recipient loves the tablet and its versatility.  Very satisfied.,0.8955,68.26,1
Electronics_5,2,0,"Bought it for my 11.6in chromebook .. its too loose inside and feels and looks bad.
Its a very light grade of neoprene it at all",-0.7003,105.35,1
Electronics_5,5,0,"Works exactly as intended! Both sizes of HDD work in this, and I have yet to run into an issue with years of using it.",0.0,84.17,1
Electronics_5,5,0,Love this camera . Bought for my 8 Year old and she loves it.. light weight good quality. I have always been a Sony fan...,0.8957,99.23,1
Electronics_5,5,0,Love this camcorder. It arrived on time and packaging was great! This is my first camcorder and love it. Video and sound quality is great!,0.9595,90.46,1
Electronics_5,1,0,"It broke the first time I got it, then it broke again never buy this product. It is so expensive for a piece of garbage.",-0.6808,92.63,1
Electronics_5,4,0,this accessory was jus what i needed for my ipod nano it is so small you need something to help you keep up with it.,0.4019,79.94,1
Electronics_5,5,0,"I bought a few of these for our family's LG smart phones and they work great so far. No issues, good quality, would buy again.",0.8032,92.63,1
Electronics_5,5,0,The wire was easy to work with as I ran 5 lines and the resultant sound was great. Must have for any home entertainment system.,0.8689,92.63,1
Electronics_5,4,0,"Removed one star because it's not a tool-less design.

The screws are *tiny*, but they included a cute little screwdriver so they get points for that.",0.5439,83.66,1
Electronics_5,5,0,This cord is great hands down works great looks great I use them for my beats by dre so it makes the phones look custom.,0.9231,96.86,1
Electronics_5,5,1,"Pretty easy to install if you have the right tools. I did not need a screwdriver, but I did not want to spend",0.383,93.64,1
Electronics_5,4,1,I bought the hub for my wife and she loves it. She also loves the way the hub is so small.,0.8126,111.58,1
Electronics_5,5,1,"The clear plastic protects my iPad. The case is comfortable and it fits my iPad well.

I would not recommend this product",0.8014,89.45,1
Electronics_5,5,1,"Great cables. I purchased two of these and they work fine.

The only reason I gave this a 5 stars is because",0.7096,94.15,1
Electronics_5,4,1,"Installed toshiba bluetooth stack like a charm, and it works perfectly.  I have a few friends who have two",0.91,87.21,1
Electronics_5,2,1,"Bought this TV/capture card with a spare and an adapter. I did not need a separate adapter, but I wanted",0.0,86.71,1
Electronics_5,5,1,My god this case is better than the one I ordered for my computer!  I have one in my office and the other in,0.6476,84.68,1
Electronics_5,1,1,"don't trust in hitachi products.
I use it as an external drive for my computer, and I have not had a",-0.4023,86.2,1
Electronics_5,4,1,"Works perfectly with Seagate 7200rpm hard drive and the drive is very stable.

The only downside is that the top",0.7264,86.71,1
Electronics_5,5,1,"This is used on my Canon EOS Rebel T4i and Canon Rebel T4i II.

I had to replace",-0.296,104.64,1
Electronics_5,5,1,Works as intended. Gives me a more professional feel and comfortable fit. Would not purchase again. Great product.,0.3624,73.85,1
Electronics_5,5,1,"We get this memory for $60 and it's a good deal.

The only downside is that it's very small.",0.2263,95.67,1
Electronics_5,5,1,"Works great where cell phone is not available. Not too much to say, I am just glad I bought it.",0.7964,103.63,1
Electronics_5,5,1,"Fast SSD. Drop in a few bucks and you're good to go.

The only downside is that the case is a",-0.0516,103.12,1
Electronics_5,5,1,"It is very well made, and has the quality of a good lens.  The only thing that is a little off is the",0.6478,93.64,1
Electronics_5,5,1,"Awesome color!!! Fits so perfectly, looks great, and has a good feel.

The only downside is that it's",0.9559,87.72,1
Electronics_5,5,1,"basic headsets used for connecting devices. The only problem is that it's only a small size, and is so small that it's",-0.4019,77.23,1
Electronics_5,5,1,"Awesome roll of cable. I use it as an external HDD for my computer, and I have not had a problem.",0.7475,86.2,1
Electronics_5,2,1,"Already had to replace one of the original ones because they were all dead, and the other one was a little too old to fit",-0.128,71.48,1
Electronics_5,4,1,Form and function sure met my needs and the materials are good.  I have a few of these in my living room and I,0.6369,93.14,1
Electronics_5,5,1,Very nice and high quality.  I love the feel of the lens.  The zoom is awesome.  If you want a,0.9134,100.24,1
Electronics_5,5,1,"A NAS with all the features of the HDTV. I will admit that I have been disappointed.

I had a lot",-0.3182,98.21,1
Electronics_5,2,1,"They used to last for years. The only problem is that it's now just a speck.

I had to replace",-0.4019,98.51,1
Electronics_5,5,1,This is a good quality cable. The only problem is that it comes with a small screwdriver.I bought this for a friend,0.5267,89.45,1
Electronics_5,4,1,I like the case it holds my iPad perfectly and it has a nice feel to it.  It is so small that it can,0.8591,101.6,1
Electronics_5,5,1,It folds and unfolds. The included lens hood is a good idea. The hood does not cover the lens.,0.4404,98.92,1
Electronics_5,4,1,Nice bag. Only complaint is that it doesn't fit in the front pocket for my iPad mini.Great product. Great price.,0.5559,68.1,1
Electronics_5,4,1,"The stylus allows me to use it as an external pen for my computer, my Kindle, and my other external hard drives.",-0.1027,57.61,1
Electronics_5,5,1,Logitech comes through again. This time it's an optical drive. The drive is formatted and formatted correctly.,0.0,74.15,1
Electronics_5,5,1,"As an owner of the Canon EOS Rebel T2i, I can attest to the quality and quality of the lens.",-0.1531,76.56,1
Electronics_5,5,1,5 star product. saved me $60 and bought a third one.  This is the best one.I bought this for a,0.7906,108.7,1
Electronics_5,4,0,"Nice case.  Basic black leather feels plastic - gy, stiff, but should provide a strong protection.  Fits my Galaxy Note pro 12.2 with keyboard.",0.7469,89.04,1
Electronics_5,5,0,"I've used your product before on other tablets. I don't think I would used anything else.
Great packaging, like triple layer protection.
Fast shipping and easy to apply.",0.8591,81.29,1
Electronics_5,5,0,Now I don't have to keep my wife awake while I watch TV. I can stay up later and watch the DVR without disturbing her sleep.,0.4023,92.12,1
Electronics_5,5,0,Super easy upgrade. I was going to help my kid do as I have an IT background but he read the directions and did it himself.,0.6428,83.66,1
Electronics_5,3,0,This clamp works great until you strap on a bigger flash. It struggles a bit with the 580ex II but works great with the 430ex series.,0.8151,92.12,1
Electronics_5,1,0,"Low-cost production, without any of printed instructions.
Is not worth that money.
Such a large mouse does not have a place where you can put the USB receiver",-0.1695,78.96,1
Electronics_5,4,0,I think it's a very useful product although I still haven't figured out how to get my LOCAL weather without getting the entire southwest Florida weather,0.4927,53.55,1
Electronics_5,5,0,Great quality and the sound did not seem any different then when using a more expensive audio extension cable. I would recommend this product to anyone.,0.765,58.28,1
Electronics_5,5,0,"GREAT case for the 2014 Kindle Fire HD 7 - holds it very securely, doesn't cover up the battery hole, the camera or anything.",0.7291,73.51,1
Electronics_5,5,0,Love this ball head.  This is the third one I own now.  Little to no creep even with heavy lenses like the Tam-Zooka 150-600mm.,0.6983,105.66,1
Electronics_5,5,0,"let me know when their is one around and you know who I mean , lol, love it and they cant tell I got one either",0.7906,96.86,1
Electronics_5,5,0,"The only player I had for nine years that still functions as it did then. Yeah, it's slow and stupid, but it's been reliable as s***.",-0.1531,92.12,1
Electronics_5,5,0,"It is a little pouch. Seriously though, it fits my FiiO E11K headphone amplifier, and a pair of reserve earbuds. That's about all I can ask.",-0.1082,79.56,1
Electronics_5,1,0,"Junk... I purchased several of them and the screw on the top is a joke. I want my money back.
The number of stars says it all...",0.4939,96.18,1
Electronics_5,5,0,I have bought tamron caps for the longest time because they are tight on your lens and won't fall off. this is no exception. get it.,-0.296,92.12,1
Electronics_5,1,0,"absolute waste of time and money , packed with bloatware and crappy windows 8 , ad pop-ups all over the place and windows 8 sucks anyway",-0.836,64.04,1
Electronics_5,3,0,"The microphone works well, people tell me.  However, I think they skimped on the ear piece part.  It doesn't reproduce clearly enough for me.",-0.0408,80.28,1
Electronics_5,5,0,"using 4 mounted on the ceiling for dolby atoms/ dtsx and they work great for it, sound good in multi channel stereo for music as well.",0.8442,70.47,1
Electronics_5,1,0,Space bar is junk. It responds if only hit dead center. Plan to buy a better key board in the near future and toss this one.,-0.34,96.48,1
Electronics_5,3,0,This cable does not work as an Oculus HDMI headset extension cable.  The headset flickered.  I ended up having to use a different cable.,0.0,63.36,1
Electronics_5,4,0,Wouldn't recommend any other kind of iPad case. My dad just bought a new ipad and I told him that this brand was the best.,0.4749,92.63,1
Electronics_5,5,0,I had my doubts about this but it work out. I left this unit out on my desk and two other people wanted to take it.,-0.1531,100.58,1
Electronics_5,5,0,this is just what I needed- inexpensive and short- if you have a coax t . . v .  it is perfect for the splitter,0.5719,85.69,1
Electronics_5,5,0,I just had to hide those showing wire and hide them from my sight and now I do not notice them at all in plain view.,-0.34,87.39,1
Electronics_5,5,0,"Able to shop online for this product, order and when it arrived it was exactly what I wanted and needed to back up old pc files.",0.0,70.47,1
Electronics_5,5,0,"This works really well, i know some games aren't meant to handle this but the ones that can, my goodness. Thank you for offering this product.",0.8379,83.66,1
Electronics_5,5,0,A great band that looks better in real life than it does in the photos.  Really upgrades the appearance of the Blaze.  Highly recommended.,0.8439,67.76,1
Electronics_5,5,0,"It's basic 16 gauge speaker wire. Not super flexible, but not hard to work with, has a durable feel, and strips cleanly even with cheap stripers.",-0.2411,92.12,1
Electronics_5,3,0,did not fit on my background stand so I have never gotten to use this. The inner tube is too small to fit on the stand.,-0.4973,92.12,1
Electronics_5,5,0,"Had my doubts, but it totally did the trick.  Sound is clear as a whistle.  Took seconds to set up-without reading the instructions :)",0.7273,80.58,1
Electronics_5,5,0,This is a good buy with updates included it is just what I was looking for in a GPS the reviews really helped on this Garmin,0.4404,70.47,1
Electronics_5,5,1,I like the design but it has some design flaws. I will admit that I have been using the other two in the past but I,0.4497,92.12,1
Electronics_5,4,1,"It blows compressed air. Is it an easy way to expand the volume or make a noise?

I tested it with a 9",0.6369,97.5,1
Electronics_5,5,1,"This is a must have for anyone who wants to try out a new camera for the first time.

I had a friend who",0.4939,101.6,1
Electronics_5,5,1,"It took about 3 resets, and the system died. I will update this review if I find another replacement.I had a lot",-0.5574,80.99,1
Electronics_5,5,1,"Was as advertised, works great, and has the quality to make it a nice addition to a budget computer.I bought this for a",0.7845,76.72,1
Electronics_5,3,1,"When you by a JBL, you can't hear it.

If you have a JBL (or Bose), you",0.0,113.61,1
Electronics_5,3,1,"The drive is making some noise. The only way to fix it is to move the drive around.

I had to replace the",0.0,105.96,1
